#,id,canonical_key,kind,condition_norm,then_norm,else_norm,has_else,occurrences,min_complexity,max_complexity,avg_complexity
1515,1515,9453473f9cdc7d75117b055815f6e2b8b0ec1a10f3ee8a8d374696d6c1cb3088,IF,ASCII-PND,MOVE <N> TO CHAR-CODE,IF ASCII-DLR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PCNT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AMP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SGQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-STAR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PLUS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COMA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DASH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DOT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SLSH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM0 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM5 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM6 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM7 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM8 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM9 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SCLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LESS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EQL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GRTR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-QUES THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,32,32,32
1516,1516,81d8a2cd9f99f0f0242ae76d754b86abf2276fc9ba05520a9c6c434d85b79851,IF,LD3 = LH1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
1517,1517,6bc30a7f25fef61bba7e064ad8d81a11e27e0a572608115ca04c3f20780cebc4,EVALUATE,RESP-CODE = DFHRESP,GO TO GET-ACCT-NOTOPEN,,FALSE,2,1,1,1
1518,1518,ca8572f64d3b54ae7f7eea39c977ade7ac14411a3b920f4482d760d774b5ea65,IF,ASCII-CR,MOVE <N> TO CHAR-CODE,IF ASCII-SO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DLE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NAK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SYN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CAN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SUB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ESC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-FS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-US THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SPC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EXC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DBQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PND THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DLR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PCNT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AMP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SGQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-STAR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PLUS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COMA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DASH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DOT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SLSH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM0 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM5 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM6 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM7 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM8 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM9 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SCLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LESS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EQL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GRTR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-QUES THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,39,39,39
1519,1519,6793260c0a14fdba4f2e811c25e5f54a038192d2f87d3846fd37162aca94c9b5,IF,IS-REAL-LOCALS,PERFORM B0210-LIST-REAL-LOCALS,PERFORM B0220-LIST-ALL-LOCALS,TRUE,1,1,1,1
1520,1520,c4dc1deeef69e9e9317844c8b385974528881cf2bfd523cb939a1dfcc0c78bf3,IF,CMD-OPT-S,SET OPT-VALID TO TRUE SET OPT-S TO TRUE,,FALSE,1,1,1,1
1521,1521,7d5fb1bd218bed49097301de478488ce26c02afea0985d8b36d09bacbdac1ec3,EVALUATE,OTHER,GO TO GET-CUSTOMERS-ERROR-SB,,FALSE,1,1,1,1
1522,1522,6b109b9cee40c79d63cb35c4cfaaa5a980eddf7a9779e354e0dc09dd3dc7410e,IF,WEB-MEDIA-TYPE = TEXT-ANYTHING OR WEB-MEDIA-TYPE = APPLICATION-XML,EXEC_BLOCK_STUB,EXEC_BLOCK_STUB,TRUE,1,2,2,2
1523,1523,2fe4c83fe4968b6d172da0b7754977a6e9dba41682599ea97bc7725fde1b0731,IF,DD3 = DH1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
1524,1524,e0b04f5ef9c8e93d37db6ad4927f1013db72eb9cabfebdd634a72b01388bebc9,IF,DB3 = F1,PERFORM G,PERFORM B,TRUE,6,1,1,1
1525,1525,61abd676403d093063305ddfb793fe9c020e1f1e1bf7a8c09abb8cab26b2c00c,IF,LDG-ISOPEN = <SPACE> OR LOW-VALUES,MOVE <S> TO LTEXT OF PMW SET LLEVEL-INF OF PMW TO TRUE CALL PUT-MESSAGE USING PMW PERFORM OPEN-FILE,,FALSE,1,3,3,3
1526,1526,7b9bc77b92eb68fc0a5e66b8a6e0606c89f612774b7e724fb040db4ad67e2f58,IF,LOOPCTRL NOT = <N>,GO TO RSBRLP2,,FALSE,2,2,2,2
1527,1527,26755ae451a7cf27cd695239d71e6aa61d16c47dd27cbcbbb1f3517e0369595a,IF,LD1 = Q1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
1528,1528,6182991097b52ac4b7e2ab14c81d675b22c9b6807cfbac1bd737e731497cafe4,IF,FILE-STATUS NOT = <S>,MOVE FILE-STATUS TO ERROR-LEVEL MOVE <S> TO ERROR-MSG PERFORM ERROR-MESSAGE PERFORM END-PROGRAM,,FALSE,1,3,3,3
1529,1529,19c1dabc3a45aeae6cdbe38b23047b052c743828eee4f17f8ad0916ab75cee99,IF,DH3 = LD1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
1530,1530,d5ede48cd5afc3760c55aa7c11e939f06da7e711682523fdf9484651298800af,EVALUATE,RESP-CODE = <N>,IF ACCOUNT-NUMBER NOT = IA-ACCT-NUM THEN GO TO GET-ACCT-NEXT ELSE MOVE ACCOUNT-SSN TO OA-SSN EXEC_BLOCK_STUB END-IF,,FALSE,1,1,1,1
1531,1531,1597c5f198a4cf3aa102e2612cf4316af82ca9dab1c113b1fc62b43426fd105e,EVALUATE,OTHER,MOVE RSP-CLAIM-CICS-RESP TO WS-CICS-RESP-CODE-NUM,,FALSE,1,1,1,1
1532,1532,f39d7cdaca1105218011ac17434d4e3866cbb47741a6d04a3b56c16dc81d38e1,IF,ASCII-VT,MOVE <N> TO CHAR-CODE,IF ASCII-FF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DLE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DC4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NAK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SYN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CAN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SUB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ESC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-FS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-US THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SPC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EXC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DBQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PND THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DLR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PCNT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AMP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SGQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-STAR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PLUS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COMA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DASH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DOT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SLSH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM0 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM5 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM6 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM7 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM8 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM9 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SCLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LESS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EQL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GRTR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-QUES THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,40,40,40
1533,1533,38331983ff197a99d77c273e4a7ad9268605468744459ea526560d38f326aece,IF,P1 = DH1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
1534,1534,c20854d789df80578760bbad6435f636ab05e965f92c10921d340ba5d8ba79fc,IF,WS-IDX > WS-MAX-FIELD,MOVE WS-MAX-FIELD TO WS-IDX,MOVE WS-IDX TO WS-MAX-FIELD,TRUE,2,1,1,1
1535,1535,a48a1f0fb347720f1dc0a7703e2732a064a941660039ddb314e30a51f9cd8cc6,IF,DH1 = G1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
1536,1536,f8841ef30e1aae364e624f9b7c2a4f47fc4fcc04554b85ba7711a2b2a8a5b41b,IF,DH3 = EB1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
1537,1537,91b2f6811cfcc26746756b2bdf561198d7ed674d139c12d4f558567809d28966,IF,FLT-SRT = <N>,PERFORM GOOD,PERFORM BAD,TRUE,28,1,1,1
1538,1538,29774fe6bf96a4e80ca4ad314897a541066f30aa67b0da774e9cec4237a1dd59,IF,VX > <N>,SUBTRACT <N> FROM VX,IF VX < <N> THEN ADD <N> TO VX END-IF,TRUE,2,1,1,1
